loop20_2.log - test_y,loop15.log - test_y,loop10.log - test_y,loop5.log - test_y,
0.0539999976754,0.0632500052452,0.0732499957085,0.0922499969602,
0.0539999976754,0.0632500052452,0.0734999924898,0.0922499969602,
0.0539999976754,0.0635000094771,0.0734999924898,0.0922499969602,
0.0539999976754,0.0632500052452,0.0732499957085,0.0917500033975,
0.0539999976754,0.0632500052452,0.0727499946952,0.0917500033975,
0.0542499981821,0.0627500042319,0.0727499946952,0.091499991715,
0.0539999976754,0.0627500042319,0.0727499946952,0.091499991715,
0.0539999976754,0.0627500042319,0.0727499946952,0.0912499949336,
0.0534999966621,0.0627500042319,0.0727499946952,0.0912499949336,
0.0534999966621,0.0627500042319,0.0732499957085,0.0915000066161,
0.0534999966621,0.0627500042319,0.0732499957085,0.0917500033975,
0.0534999966621,0.0627500042319,0.0732499957085,0.0917500033975,
0.0529999956489,0.0627500042319,0.0734999924898,0.0915000066161,
0.0529999956489,0.0627500042319,0.0734999924898,0.0915000066161,
0.0532499998808,0.0630000084639,0.0732499957085,0.0915000066161,
0.0529999993742,0.0630000084639,0.0732499957085,0.0915000066161,
0.0532499998808,0.0630000084639,0.0732499957085,0.0915000066161,
0.0532499961555,0.0630000084639,0.0732499957085,0.0915000066161,
0.0529999956489,0.0630000084639,0.0732499957085,0.0917500033975,
0.0529999956489,0.0630000084639,0.0732499957085,0.091499991715,
0.0529999956489,0.0630000084639,0.0732499957085,0.0912499949336,
0.0527499951422,0.0630000084639,0.0732499957085,0.0915000066161,
0.0527499951422,0.0627500042319,0.0734999999404,0.0912499949336,
0.0527499951422,0.0630000010133,0.0734999999404,0.0909999981523,
0.0532499961555,0.0630000010133,0.0740000009537,0.0907500013709,
0.0532499961555,0.0630000010133,0.0737499967217,0.0907500013709,
0.0532499961555,0.0632500052452,0.0737499967217,0.0907500013709,
0.0527499951422,0.0632500052452,0.0737499967217,0.091499991715,
0.0527499951422,0.0632500052452,0.0737499967217,0.091499991715,
0.0527499951422,0.0632500052452,0.0734999999404,0.0912499949336,
0.0527499951422,0.0632500052452,0.0734999999404,0.0909999907017,
0.0527499951422,0.0632500052452,0.0734999999404,0.0909999907017,
0.0527499951422,0.0632500052452,0.0734999999404,0.0909999907017,
0.0527499951422,0.0635000020266,0.0734999999404,0.0909999907017,
0.0527499951422,0.0635000020266,0.0734999999404,0.0907499864697,
0.0527499951422,0.0635000020266,0.0734999999404,0.0909999907017,
0.0527499951422,0.0635000020266,0.0734999999404,0.091499991715,
0.0527499951422,0.0635000020266,0.0734999999404,0.0909999981523,
0.0527499951422,0.0635000020266,0.0734999999404,0.0907500013709,
0.0527499951422,0.0635000020266,0.0734999999404,0.0902500078082,
,0.0635000020266,0.0734999999404,,
,0.0635000020266,0.0732499957085,,
,,0.0732499957085,,
,,0.0734999999404,,
,,0.0734999999404,,
,,0.0734999999404,,
,,0.0734999999404,,
,,0.0737499967217,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
